"id";"VillageId";"BlockId";"DistrictId";"VillageName";"plots";"phase"
"495";"495";"44";"10";"KHANDA ALMAN PANA";"173";"2"
"496";"496";"44";"10";"RIDHAU";"120";"3"
"497";"497";"44";"10";"NIJAMPUR MAJRA";NULL;NULL
"498";"498";"44";"10";"JHAROTHI";"130";"3"
"499";"499";"44";"10";"NAKLOI";"160";"2"
"500";"500";"44";"10";"ROHAT";"427";"3"
"501";"501";"44";"10";"KHERI DAHIYA";NULL;NULL
"502";"502";"44";"10";"FATEHPUR";NULL;NULL
"503";"503";"24";"19";"Bazidpur";NULL;NULL
"504";"504";"24";"19";"Rindal";"88";"2"
"505";"505";"24";"19";"Nagla roran";"90";"2"
"506";"506";"24";"19";"Kamalpura Roran";NULL;NULL
"507";"507";"123";"4";"Sisroli";NULL;NULL
"508";"508";"123";"4";"Kaharainti";"115";"2"
"509";"509";"110";"11";"DULOTH AHIR";NULL;NULL
"510";"510";"110";"11";"SISOTH";"104";"2"
"511";"511";"110";"11";"DAROLI JAT";"93";"2"
"512";"512";"124";"4";"Kharkara Chajjan";"329";"2"
"513";"513";"124";"4";"Bharan Shekhpur Titri";NULL;NULL
"514";"514";"124";"4";"Farmana Badshapur";NULL;NULL
"515";"515";"124";"4";"Nidana";NULL;NULL
"516";"516";"124";"4";"Gorawar";"1082";"2"
"517";"517";"105";"19";"BALLAH";"295";"3"
"518";"518";"105";"19";"STAUNDI";"160";"3"
"519";"519";"105";"19";"JANI";"117";"2"
"520";"520";"105";"19";"PABANA HASANPUR";"263";"2"
"521";"521";"105";"19";"KUTANA";NULL;NULL
"522";"522";"105";"19";"PICHOLIA";NULL;NULL
"523";"523";"105";"19";"MUNAK";"623";"3"
"524";"524";"129";"10";"Shamri Buran";"108";"2"
"525";"525";"129";"10";"Busana";"77";"2"
"526";"526";"129";"10";"Siwanka";"113";"2"
"527";"527";"129";"10";"Sirshad";NULL;NULL
"528";"528";"45";"10";"Murthal";NULL;NULL
"529";"529";"45";"10";"Khewra";NULL;NULL
"530";"530";"45";"10";"Kami";NULL;NULL
"531";"531";"45";"10";"Joshi Chauhan";NULL;NULL
"532";"532";"45";"10";"Dhaturi";NULL;NULL
"533";"533";"45";"10";"Basodi";NULL;NULL
"534";"534";"28";"11";"DONGLI";NULL;NULL
"535";"535";"28";"11";"DOKHERA";"85";"2"
"536";"536";"28";"11";"NANGAL SODA";NULL;NULL
"537";"537";"28";"11";"KAMANIYA";"112";"2"
"538";"538";"111";"11";"Mandhana";"77";"2"
"539";"539";"100";"8";"Hatho";"104";"3"
"540";"540";"49";"13";"SHERPURA";NULL;NULL
"541";"541";"49";"13";"SAHUWALA-IIND";NULL;NULL
"542";"542";"49";"13";"MODIA KHERA";"80";"2"
"543";"543";"49";"13";"BAKRIANWALI";"177";"2"
"544";"544";"49";"13";"KUKARTHANA";"78";"2"
"545";"545";"49";"13";"NARAIN KHERA";NULL;NULL
"546";"546";"49";"13";"JAMAL";NULL;NULL
"547";"547";"49";"13";"HANJIRA";NULL;NULL
"548";"548";"49";"13";"CHOUBURJA";NULL;NULL
"549";"549";"49";"13";"DARBA KALAN / MANAK DIWAN";NULL;NULL
"550";"550";"49";"13";"ARNIA WALI";"110";"2"
"551";"551";"49";"13";"LUDESAR";NULL;NULL
"552";"552";"49";"13";"RUPANA / DARBA KHURD";"88";"2"
"553";"553";"49";"13";"GUSAIANA";NULL;NULL
"554";"554";"49";"13";"MAKHOSARANI";"83";"2"
"555";"555";"49";"13";"KUTIANA";"107";"2"
"556";"556";"49";"13";"SHAKKAR MANDORI";"105";"2"
"557";"557";"49";"13";"KAGDANA";"133";"2"
"558";"558";"49";"13";"DHUKRA";NULL;NULL
"559";"559";"49";"13";"BARASARI";"111";"2"
"560";"560";"49";"13";"NIRBAN";NULL;NULL
"561";"561";"49";"13";"CHAHAR WALA";"89";"2"
"562";"562";"49";"13";"RAMPURA DHILLON";"135";"2"
"563";"563";"49";"13";"GUDIA KHERA";"131";"2"
"564";"564";"49";"13";"GIGORANI";"106";"2"
"565";"565";"49";"13";"TAJIA KHERA";"105";"2"
"566";"566";"49";"13";"TARKANWALI";NULL;NULL
"567";"567";"49";"13";"Ali Mohamad";NULL;NULL
"568";"568";"49";"13";"RAMPURA NAWABAD";"105";"3"
"569";"569";"106";"19";"BOHLA KHALSA";"176";"3"
"570";"570";"106";"19";"PADWALA";NULL;NULL
"571";"571";"106";"19";"ANJANTHALI";"333";"3"
"572";"572";"106";"19";"BHUKHA PURI";NULL;NULL
"573";"573";"106";"19";"SAGGA";NULL;NULL
"574";"574";"106";"19";"UNISPUR";"98";"2"
"575";"575";"106";"19";"KARSA DOD";"171";"2"
"576";"576";"106";"19";"SEEDPUR";"108";"3"
"577";"577";"106";"19";"SIKRI";"98";"2"
"578";"578";"106";"19";"DADUPUR";"64";"2"
"579";"579";"106";"19";"BARSALU";"202";"2"
"580";"580";"106";"19";"JAMBA";"104";"2"
"581";"581";"106";"19";"BUDHERA KHALSA";NULL;NULL
"582";"582";"112";"11";"Ajmabad Mokhuta";NULL;NULL
"583";"583";"112";"11";"Rambass";NULL;NULL
"584";"584";"41";"13";"TAPPI";NULL;NULL
"585";"585";"41";"13";"GHUKANWALI";"112";"2"
"586";"586";"41";"13";"LAKARANWALI";NULL;NULL
"587";"587";"116";"6";"Teharki";NULL;NULL
"588";"588";"116";"6";"Rajpura";NULL;NULL
"589";"589";"116";"6";"Gailpur";NULL;NULL
"590";"590";"116";"6";"Paroli";NULL;NULL
"591";"591";"116";"6";"Dungarpur";NULL;NULL
"592";"592";"116";"6";"Adupur";NULL;NULL
"593";"593";"120";"2";"Jattipur";NULL;NULL
"594";"594";"117";"6";"Janoli";NULL;NULL
"595";"595";"117";"6";"Baghola";NULL;NULL
"596";"596";"117";"6";"Gadpuri";NULL;NULL
"597";"597";"117";"6";"Amru";NULL;NULL
"598";"598";"117";"6";"Chaprola";NULL;NULL
"599";"599";"117";"6";"Sehrala";NULL;NULL
"600";"600";"117";"6";"Nangla bhiku";NULL;NULL
"601";"601";"117";"6";"Sikanderpur";NULL;NULL
"602";"602";"117";"6";"Mandpuri";NULL;NULL
"603";"603";"130";"10";"PABSARA";NULL;NULL
"604";"604";"130";"10";"AKBARPUR BAROTA";NULL;NULL
"605";"605";"130";"10";"SERSA";NULL;NULL
"606";"607";"119";"21";"Bagwali";NULL;NULL
"607";"608";"126";"13";"Jodhpuria";"91";"2"
"608";"609";"126";"13";"Abutgarh";NULL;NULL
"609";"610";"126";"13";"Gindran";"118";"2"
"610";"611";"95";"18";"Mehmara";NULL;NULL
"611";"612";"95";"18";"Kamana";NULL;NULL
"612";"613";"95";"18";"Chimmo";NULL;NULL
"613";"614";"95";"18";"Ratta Khera";"139";"3"
"614";"615";"95";"18";"Kanwalgarh";NULL;NULL
"615";"616";"2";"1";"DHURALA";NULL;NULL
"616";"617";"2";"1";"LANDA";"105";"3"
"617";"618";"51";"4";"Gijji";NULL;NULL
"618";"619";"113";"11";"Satnali";"199";"2"
"619";"620";"1";"1";"MAJRA";NULL;NULL
"620";"621";"1";"1";"DHAMOLI MAJRI";NULL;NULL
"621";"622";"1";"1";"KHERKI MANAKPUR";NULL;NULL
"622";"623";"42";"13";"Nejadela Kalan";"85";"2"
"623";"624";"42";"13";"Fathehpur Vaidwala";NULL;NULL
"624";"625";"42";"13";"Kusumbi";"84";"2"
"625";"626";"42";"13";"Baruwali-I";NULL;NULL
"626";"627";"42";"13";"Phulkan";NULL;NULL
"627";"628";"42";"13";"Baguwali";"96";"2"
"628";"629";"46";"10";"ROLAD LATIFPUR";NULL;NULL
"629";"630";"46";"10";"BHADANA";NULL;NULL
"630";"631";"46";"10";"DODVA";"102";"2"
"631";"632";"46";"10";"CHITANA";NULL;NULL
"632";"633";"46";"10";"GARHI HAKIKAT";"75";"3"
"633";"634";"46";"10";"KILOHRAD";"105";"2"
"634";"635";"46";"10";"JAHRI";NULL;NULL
"635";"636";"18";"8";"BUDAIN";"112";"3"
"636";"637";"18";"8";"KHARK BURAH";NULL;NULL
"637";"638";"101";"8";"Kharal";"93";"3"
"638";"639";"107";"19";"Bastali";NULL;NULL
"639";"640";"107";"19";"Dachar";"125";"2"
"640";"641";"107";"19";"Sambhali";"190";"2"
"641";"642";"93";"22";"Imammudinpur";NULL;NULL
"642";"643";"107";"19";"Amupur";"227";"2"
"643";"644";"107";"19";"Chakda";"131";"2"
"644";"645";"104";"19";"Subhri";"120";"2"
"645";"646";"104";"19";"Rasulpur Kalan";NULL;NULL
"646";"647";"104";"19";"Chundipur";"101";"2"
"647";"648";"104";"19";"Mohindinpur";"79";"3"
"648";"649";"104";"19";"Bhusali";"85";"3"
"649";"650";"107";"19";"Guniyana";"121";"2"
"650";"651";"51";"4";"Samchana";"75";"1"
