PropertyAuctionId,BranchId,DistrictId,CityId,SectorId,AssetId,FlatCost,ReceivedAmount,BalanceAmount,PurchaserID,IsActive,IsDeleted,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,CompanyId
376512,3206,292,3257,686,158581,100000,20000,80000,176045,1,0,,1,,,544
373053,3194,280,3200,697,155122,100000,20000,80000,172586,1,0,,1,,,544
376197,3194,280,3200,684,158266,100000,10000,90000,175730,1,0,,1,,,544
366386,3194,280,3200,696,148455,100000,20000,80000,165919,1,0,,1,,,544
367005,3205,291,3252,690,149074,100000,10000,90000,166538,1,0,,1,,,544
379622,3205,291,3252,690,161691,100000,20000,80000,179155,1,0,,1,,,544
373455,3207,293,3259,685,155524,100000,20000,80000,172988,1,0,,1,,,544
365535,3194,280,3200,699,147604,100000,20000,80000,165068,1,0,,1,,,544
378737,3208,294,3264,692,160806,100000,20000,80000,178270,1,0,,1,,,544
373957,3205,291,3252,686,156026,100000,20000,80000,173490,1,0,,1,,,544
379639,3194,280,3200,698,161708,100000,10000,90000,179172,1,0,,1,,,544
367875,3213,299,3279,699,149944,100000,10000,90000,167408,1,0,,1,,,544
