AssociationId,BranchId,CityId,SectorId,Is_Active,Is_Deleted,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,CompanyId
8497,3193,3195,688,1,0,9/13/2024,,,,544
8498,3193,3195,689,1,0,9/13/2024,,,,544
8499,3193,3195,690,1,0,9/13/2024,,,,544
8500,3193,3195,691,1,0,9/13/2024,,,,544
8501,3193,3195,692,1,0,9/13/2024,,,,544
8502,3193,3195,693,1,0,9/13/2024,,,,544
8503,3193,3195,694,1,0,9/13/2024,,,,544
8504,3193,3195,695,1,0,9/13/2024,,,,544
8505,3193,3195,933,1,0,9/13/2024,,,,544
8506,3193,3195,1004,1,0,9/13/2024,,,,544
8507,3193,3196,681,1,0,9/13/2024,,,,544
8508,3193,3196,682,1,0,9/13/2024,,,,544
8509,3193,3196,683,1,0,9/13/2024,,,,544
8510,3193,3196,684,1,0,9/13/2024,,,,544
8511,3193,3196,685,1,0,9/13/2024,,,,544
8512,3193,3196,686,1,0,9/13/2024,,,,544
8513,3193,3196,687,1,0,9/13/2024,,,,544
8514,3193,3196,688,1,0,9/13/2024,,,,544
8515,3193,3196,689,1,0,9/13/2024,,,,544
8516,3193,3196,690,1,0,9/13/2024,,,,544
8517,3193,3196,691,1,0,9/13/2024,,,,544
8518,3193,3196,692,1,0,9/13/2024,,,,544
8519,3193,3196,693,1,0,9/13/2024,,,,544
8520,3193,3196,694,1,0,9/13/2024,,,,544
8521,3193,3196,695,1,0,9/13/2024,,,,544
8522,3193,3196,696,1,0,9/13/2024,,,,544
8523,3193,3196,697,1,0,9/13/2024,,,,544
8524,3193,3196,698,1,0,9/13/2024,,,,544
8525,3193,3196,699,1,0,9/13/2024,,,,544
8526,3193,3196,700,1,0,9/13/2024,,,,544
8527,3193,3196,701,1,0,9/13/2024,,,,544
8528,3193,3196,702,1,0,9/13/2024,,,,544
8529,3193,3196,703,1,0,9/13/2024,,,,544
8530,3193,3196,704,1,0,9/13/2024,,,,544
8531,3193,3196,706,1,0,9/13/2024,,,,544
8532,3193,3196,707,1,0,9/13/2024,,,,544
8533,3193,3196,708,1,0,9/13/2024,,,,544
8534,3193,3196,709,1,0,9/13/2024,,,,544
8535,3193,3196,710,1,0,9/13/2024,,,,544
8536,3193,3196,711,1,0,9/13/2024,,,,544
8537,3193,3196,721,1,0,9/13/2024,,,,544
8538,3193,3196,723,1,0,9/13/2024,,,,544
8539,3193,3196,728,1,0,9/13/2024,,,,544
8540,3193,3196,734,1,0,9/13/2024,,,,544
8541,3193,3196,750,1,0,9/13/2024,,,,544
8542,3193,3196,763,1,0,9/13/2024,,,,544
8543,3193,3196,769,1,0,9/13/2024,,,,544
8544,3193,3196,775,1,0,9/13/2024,,,,544
8545,3193,3196,782,1,0,9/13/2024,,,,544
8546,3193,3196,786,1,0,9/13/2024,,,,544
8547,3193,3196,791,1,0,9/13/2024,,,,544
8548,3193,3196,795,1,0,9/13/2024,,,,544
8549,3193,3196,804,1,0,9/13/2024,,,,544
8550,3193,3196,819,1,0,9/13/2024,,,,544
8551,3193,3196,848,1,0,9/13/2024,,,,544
8552,3193,3196,870,1,0,9/13/2024,,,,544
8553,3193,3196,880,1,0,9/13/2024,,,,544
8554,3193,3196,884,1,0,9/13/2024,,,,544
8555,3193,3196,891,1,0,9/13/2024,,,,544
8556,3193,3196,911,1,0,9/13/2024,,,,544
8557,3193,3196,918,1,0,9/13/2024,,,,544
8558,3193,3196,931,1,0,9/13/2024,,,,544
8559,3193,3196,1063,1,0,9/13/2024,,,,544
8560,3193,3197,681,1,0,9/13/2024,,,,544
8561,3193,3197,682,1,0,9/13/2024,,,,544
8562,3193,3197,683,1,0,9/13/2024,,,,544
8563,3193,3197,684,1,0,9/13/2024,,,,544
8564,3193,3197,685,1,0,9/13/2024,,,,544
8565,3193,3197,686,1,0,9/13/2024,,,,544
8566,3193,3197,687,1,0,9/13/2024,,,,544
8567,3193,3197,688,1,0,9/13/2024,,,,544
8568,3193,3197,689,1,0,9/13/2024,,,,544
8569,3193,3197,690,1,0,9/13/2024,,,,544
8570,3193,3197,691,1,0,9/13/2024,,,,544
8571,3193,3197,692,1,0,9/13/2024,,,,544
8572,3193,3197,693,1,0,9/13/2024,,,,544
