id,asset_number,total_paid_amount,receipt_number,BranchId,DistrictId,CityId,SectorId,IsActive,IsDeleted,created_date,CreatedBy,ModifiedDate,ModifiedBy,CompanyId
708951,157705,2222,4.40023E+12,3208,294,3264,705,1,0,31-10-2024,,,,544
708976,158891,2222,2.20023E+12,3208,294,3264,692,1,0,01-11-2024,,,,544
708994,160763,2222,4.40023E+12,3194,280,3200,681,1,0,01-11-2024,,,,544
709004,153044,2222,4.40023E+12,3194,280,3200,696,1,0,01-11-2024,,,,544
709016,154412,2222,2.20023E+12,3199,285,3221,690,1,0,01-11-2024,,,,544
709017,160428,2222,4.40023E+12,3205,291,3252,683,1,0,01-11-2024,,,,544
709153,154144,2222,4.40023E+12,3205,291,3252,693,1,0,02-11-2024,,,,544
709155,157405,2250,4.40023E+12,3207,293,3259,690,1,0,02-11-2024,,,,544
709172,148645,2222,2.20023E+12,3205,291,3252,695,1,0,02-11-2024,,,,544
709189,161549,2222,2.20023E+12,3199,285,3221,703,1,0,02-11-2024,,,,544
709208,155115,2222,2.20023E+12,3212,298,3276,688,1,0,02-11-2024,,,,544
709232,150921,6666,2.20023E+12,3208,294,3264,696,1,0,02-11-2024,,,,544
709267,150554,2222,4.40023E+12,3205,291,3252,686,1,0,03-11-2024,,,,544
709288,151940,2222,4.40023E+12,3201,287,3233,691,1,0,03-11-2024,,,,544
709336,162182,2222,4.40023E+12,3194,280,3200,685,1,0,03-11-2024,,,,544
709356,158492,2222,2.20023E+12,3205,291,3252,700,1,0,03-11-2024,,,,544
709372,151354,2222,4.40023E+12,3199,285,3221,687,1,0,03-11-2024,,,,544
709435,149231,2222,2.20023E+12,3205,291,3252,688,1,0,04-11-2024,,,,544
710025,151690,2222,2.20023E+12,3208,294,3264,696,1,0,04-11-2024,,,,544
710898,153662,4444,4.40023E+12,3212,298,3276,711,1,0,04-11-2024,,,,544
711149,148463,2222,2.20023E+12,3206,292,3257,696,1,0,04-11-2024,,,,544
711154,158288,2222,2.20023E+12,3208,294,3264,687,1,0,04-11-2024,,,,544
711267,156269,2222,2.20023E+12,3212,298,3276,691,1,0,04-11-2024,,,,544
711420,156169,5000,4.40023E+12,3205,291,3252,692,1,0,04-11-2024,,,,544
711776,155701,2222,2.20023E+12,3194,280,3200,688,1,0,04-11-2024,,,,544
712459,151336,2222,2.20023E+12,3208,294,3264,703,1,0,04-11-2024,,,,544
712461,154247,2222,2.20023E+12,3208,294,3264,703,1,0,04-11-2024,,,,544
712475,162686,2222,2.20023E+12,3205,291,3252,682,1,0,04-11-2024,,,,544
712486,160210,30000,2.20023E+12,3200,286,3230,684,1,0,04-11-2024,,,,544
712525,153376,2222,2.20023E+12,3202,288,3238,701,1,0,04-11-2024,,,,544
712555,152272,2222,2.20023E+12,3208,294,3264,692,1,0,05-11-2024,,,,544
712556,147663,2222,4.40023E+12,3212,298,3276,696,1,0,05-11-2024,,,,544
712559,155766,2222,4.40023E+12,3208,294,3264,710,1,0,05-11-2024,,,,544
712585,154398,2222,2.20023E+12,3199,285,3221,698,1,0,05-11-2024,,,,544
712713,152875,2222,4.40023E+12,3205,291,3252,690,1,0,05-11-2024,,,,544
713028,152790,2222,4.40023E+12,3202,288,3238,692,1,0,05-11-2024,,,,544
725519,152258,2275,4.40023E+12,3205,291,3252,690,1,0,10-11-2024,,,,544
725525,152275,2222,4.40023E+12,3213,299,3279,696,1,0,10-11-2024,,,,544
725535,152608,2222,4.40023E+12,3212,298,3276,711,1,0,10-11-2024,,,,544
725546,152340,2222,4.40023E+12,3197,283,3215,696,1,0,10-11-2024,,,,544
725584,153529,4500,4.40023E+12,3205,291,3252,686,1,0,10-11-2024,,,,544
725592,154430,2222,4.40023E+12,3202,288,3238,702,1,0,10-11-2024,,,,544
725615,161196,2222,2.20023E+12,3212,298,3276,696,1,0,10-11-2024,,,,544
725644,159510,2222,4.40023E+12,3208,294,3264,682,1,0,10-11-2024,,,,544
725656,148246,2222,2.20023E+12,3192,278,3193,700,1,0,10-11-2024,,,,544
725667,154429,2222,4.40023E+12,3194,280,3200,693,1,0,10-11-2024,,,,544
725674,154429,2222,2.20023E+12,3194,280,3200,693,1,0,10-11-2024,,,,544
725691,156852,2222,4.40023E+12,3202,288,3238,703,1,0,10-11-2024,,,,544
725695,148063,2222,4.40023E+12,3208,294,3264,697,1,0,10-11-2024,,,,544
725699,156852,2222,2.20023E+12,3202,288,3238,703,1,0,10-11-2024,,,,544
725735,156834,2222,4.40023E+12,3194,280,3200,690,1,0,10-11-2024,,,,544
725758,150317,2222,4.40023E+12,3194,280,3200,692,1,0,10-11-2024,,,,544
725761,149568,2222,4.40023E+12,3205,291,3252,702,1,0,10-11-2024,,,,544
725782,148046,2222,2.20023E+12,3212,298,3276,682,1,0,10-11-2024,,,,544
725799,151990,2222,4.40023E+12,3212,298,3276,706,1,0,10-11-2024,,,,544
725817,156252,2222,2.20023E+12,3212,298,3276,706,1,0,10-11-2024,,,,544
725869,162017,2222,2.20023E+12,3212,298,3276,684,1,0,10-11-2024,,,,544
725881,162017,2222,2.20023E+12,3212,298,3276,684,1,0,10-11-2024,,,,544
725893,162418,2222,4.40023E+12,3207,293,3259,683,1,0,10-11-2024,,,,544
725896,161317,2222,2.20023E+12,3194,280,3200,682,1,0,10-11-2024,,,,544
725928,161032,2222,2.20023E+12,3205,291,3252,686,1,0,11-11-2024,,,,544
725931,160546,2222,2.20023E+12,3208,294,3264,1062,1,0,11-11-2024,,,,544
725932,156051,2222,2.20023E+12,3213,299,3279,695,1,0,11-11-2024,,,,544
725968,150504,2222,2.20023E+12,3213,299,3279,691,1,0,11-11-2024,,,,544
725972,154980,2222,4.40023E+12,3208,294,3264,696,1,0,11-11-2024,,,,544
725992,151035,2222,4.40023E+12,3213,299,3279,681,1,0,11-11-2024,,,,544
726064,150918,2222,2.20023E+12,3194,280,3200,681,1,0,11-11-2024,,,,544
726074,153476,2222,4.40023E+12,3206,292,3257,682,1,0,11-11-2024,,,,544
726146,152189,2222,2.20023E+12,3202,288,3238,701,1,0,11-11-2024,,,,544
726149,152140,4444,2.20023E+12,3192,278,3193,944,1,0,11-11-2024,,,,544
726150,152576,2222,2.20023E+12,3199,285,3221,684,1,0,11-11-2024,,,,544
726230,152540,2222,2.20023E+12,3212,298,3276,898,1,0,11-11-2024,,,,544
726497,155765,3000,2.20023E+12,3212,298,3276,706,1,0,11-11-2024,,,,544
726509,162067,2222,4.40023E+12,3212,298,3276,942,1,0,11-11-2024,,,,544
726658,161332,2222,4.40023E+12,3194,280,3200,698,1,0,11-11-2024,,,,544
726659,152389,2222,4.40023E+12,3194,280,3200,690,1,0,11-11-2024,,,,544
726662,152389,2222,2.20023E+12,3194,280,3200,690,1,0,11-11-2024,,,,544
726668,149631,2222,4.40023E+12,3208,294,3264,706,1,0,11-11-2024,,,,544
726686,149718,2222,4.40023E+12,3192,278,3193,861,1,0,11-11-2024,,,,544
726814,159427,2222,4.40023E+12,3205,291,3252,684,1,0,11-11-2024,,,,544
726841,161982,2222,4.40023E+12,3194,280,3200,695,1,0,11-11-2024,,,,544
726848,154447,2222,2.20023E+12,3201,287,3233,686,1,0,11-11-2024,,,,544
726863,158106,2222,4.40023E+12,3205,291,3252,681,1,0,11-11-2024,,,,544
727001,155615,2222,2.20023E+12,3205,291,3252,687,1,0,11-11-2024,,,,544
727004,150935,2222,4.40023E+12,3202,288,3238,681,1,0,11-11-2024,,,,544
727082,149449,2222,2.20023E+12,3213,299,3279,692,1,0,11-11-2024,,,,544
727315,151640,2222,4.40023E+12,3205,291,3252,682,1,0,11-11-2024,,,,544
727319,159595,2222,4.40023E+12,3205,291,3252,686,1,0,11-11-2024,,,,544
727622,156437,2222,4.40023E+12,3199,285,3221,696,1,0,11-11-2024,,,,544
727625,154112,2222,4.40023E+12,3206,292,3257,686,1,0,11-11-2024,,,,544
727632,154879,2222,2.20023E+12,3208,294,3264,703,1,0,11-11-2024,,,,544
